re_m1_svor,tepl_m,zraz_m,tlak_m,v_rh_m,v_s_m,v_rh_m_50,v_rh_m_125,vlhk_m,datetime
469.5,9.782,0.027000000000000003,980.7080000000001,1.8359999999999999,333.311,1.59,2.9,47.043,01/03/2019 00:00
469.725,9.782,0.027000000000000003,980.7080000000001,1.8359999999999999,333.311,1.59,2.9,50.431000000000004,01/03/2019 01:00
470.3250000000001,8.46,0.19699999999999998,980.857,3.908,331.918,4.217,6.966,55.303000000000004,01/03/2019 02:00
470.425,8.792,0.01,980.855,4.511,311.526,4.852,8.177999999999999,56.981,01/03/2019 03:00
471.125,7.974,0.0,980.8510000000001,4.893,304.832,4.984,7.683,63.123999999999995,01/03/2019 04:00
471.275,7.739,0.0,980.7130000000001,5.285,323.954,5.511,9.634,65.675,01/03/2019 05:00
471.35,7.2139999999999995,0.0,980.847,4.0360000000000005,320.97900000000004,4.245,5.834,68.632,01/03/2019 06:00
471.30000000000007,7.478,0.0,981.0880000000001,2.89,333.68199999999996,3.052,5.601,76.061,01/03/2019 07:00
471.275,7.405,0.0,981.6239999999999,2.6069999999999998,317.194,2.819,4.955,69.954,01/03/2019 08:00
471.025,7.77,0.0,981.7710000000001,3.138,296.877,2.8160000000000003,4.381,77.725,01/03/2019 09:00
470.775,8.032,0.0,981.665,3.42,294.546,2.553,4.397,77.42399999999999,01/03/2019 10:00
469.975,8.31,0.006,981.502,3.253,303.829,2.2230000000000003,4.547,77.42399999999999,01/03/2019 11:00
469.875,10.142000000000001,0.312,981.055,4.771,299.94,3.738,5.146,72.193,01/03/2019 12:00
469.8,11.647,0.537,980.37,5.715,304.981,4.819,6.112,61.597,01/03/2019 13:00
469.175,11.493,0.3,979.93,6.4270000000000005,295.404,6.382999999999999,8.16,58.507,01/03/2019 14:00
469.4500000000001,11.623,0.0,979.643,6.6,290.494,4.828,6.961,58.317,01/03/2019 15:00
469.675,9.318,0.135,979.682,3.958,324.35400000000004,4.58,6.9239999999999995,75.64399999999999,01/03/2019 16:00
469.9500000000001,9.956,0.0,979.538,4.7780000000000005,302.802,3.63,5.7010000000000005,67.889,01/03/2019 17:00
470.35,9.783999999999999,0.0,979.643,4.118,299.225,3.383,5.4479999999999995,67.982,01/03/2019 18:00
470.40000000000015,8.915,0.165,980.0110000000001,4.098,301.441,3.792,5.962999999999999,76.192,01/03/2019 19:00
471.0750000000001,7.831,0.7609999999999999,980.1410000000001,4.398,304.829,4.551,7.836,86.427,01/03/2019 20:00
471.3,7.8629999999999995,0.009000000000000001,980.21,4.955,305.406,5.2010000000000005,8.625,86.399,01/03/2019 21:00
470.725,8.014,0.0,980.5980000000001,6.547000000000001,312.272,6.506,10.202,83.99799999999999,01/03/2019 22:00
471.35,7.416,0.0,981.2260000000001,6.481,343.713,6.726,8.617,81.44,01/03/2019 23:00
471.25,6.737,0.03,981.855,5.815,345.917,5.882000000000001,7.693,83.035,02/03/2019 00:00
471.55,6.172000000000001,0.065,982.5039999999999,4.8469999999999995,349.251,5.218999999999999,7.106,82.529,02/03/2019 01:00
472.6,5.2410000000000005,0.0,983.1510000000001,4.066,335.681,4.293,6.3,81.35600000000001,02/03/2019 02:00
473.175,4.4,0.0,983.596,4.265,334.43300000000005,4.372,6.225,78.824,02/03/2019 03:00
473.8,3.47,0.0,983.8710000000001,3.75,344.097,4.771,5.595,78.256,02/03/2019 04:00
473.65,2.8310000000000004,0.0,984.2,4.0680000000000005,344.931,5.524,7.1339999999999995,80.737,02/03/2019 05:00
473.525,1.983,0.059000000000000004,984.643,2.568,339.36800000000005,3.931,6.335,83.755,02/03/2019 06:00
467.15,1.236,0.171,985.44,1.896,342.176,2.468,5.37,87.11399999999999,02/03/2019 07:00
468.05,1.588,0.019,986.248,2.388,177.882,2.761,4.42,82.444,02/03/2019 08:00
469.525,2.708,0.0,986.67,1.931,339.126,1.87,3.4019999999999997,75.878,02/03/2019 09:00
470.475,4.385,0.21100000000000002,986.7719999999999,3.602,336.135,3.727,4.29,66.633,02/03/2019 10:00
472.75,5.961,1.005,986.931,3.9189999999999996,342.43300000000005,4.075,4.523,55.919,02/03/2019 11:00
470.5750000000001,6.296,1.671,986.932,4.024,308.019,3.842,4.158,51.629,02/03/2019 12:00
470.9500000000001,7.151,2.128,986.459,4.454,286.241,4.6160000000000005,5.0169999999999995,52.956,02/03/2019 13:00
470.9500000000001,7.32,0.42700000000000005,986.211,5.274,298.619,4.882,5.374,55.327,02/03/2019 14:00
469.825,6.574,0.047,986.328,5.417999999999999,287.558,5.045,5.335,62.168,02/03/2019 15:00
470.15,6.65,0.0,986.257,4.481,306.04400000000004,3.772,4.249,62.916000000000004,02/03/2019 16:00
470.55000000000007,6.693,0.031,986.3430000000001,5.144,307.528,3.2739999999999996,4.427,60.391000000000005,02/03/2019 17:00
470.4,5.928999999999999,0.024,986.706,3.693,319.73900000000003,1.8659999999999999,3.016,63.769,02/03/2019 18:00
470.75,5.392,0.0,987.26,2.7,308.487,2.153,3.8789999999999996,65.73899999999999,02/03/2019 19:00
469.30000000000007,5.263999999999999,0.0,987.6260000000001,3.248,318.44,2.91,5.579,61.592,02/03/2019 20:00
470.95,4.287,0.004,987.9939999999999,2.323,310.455,1.621,2.965,72.972,02/03/2019 21:00
470.175,3.8539999999999996,0.063,988.307,2.714,294.215,2.5610000000000004,3.41,79.029,02/03/2019 22:00
470.5750000000001,4.148,0.0,988.495,2.8760000000000003,304.10400000000004,2.9130000000000003,4.511,74.29,02/03/2019 23:00
469.25000000000006,3.4789999999999996,0.0,988.422,2.45,298.372,2.667,4.203,82.195,03/03/2019 00:00
470.875,3.096,0.0,988.3960000000001,2.4130000000000003,298.57,2.7260000000000004,3.4330000000000003,81.482,03/03/2019 01:00
468.875,2.835,0.0,988.4689999999999,1.4040000000000001,294.036,1.911,3.665,84.435,03/03/2019 02:00
467.8,3.0839999999999996,0.0,988.368,0.71,321.376,1.002,2.016,84.197,03/03/2019 03:00
467.85,2.555,0.0,988.319,1.715,277.626,0.9840000000000001,0.6459999999999999,87.891,03/03/2019 04:00
470.5750000000001,2.639,0.0,988.4169999999999,1.57,255.782,1.4480000000000002,1.31,93.35700000000001,03/03/2019 05:00
471.225,3.2889999999999997,0.0,988.2260000000001,0.539,260.233,0.337,0.446,92.506,03/03/2019 06:00
472.275,3.141,0.0,988.19,0.684,257.628,0.249,0.5429999999999999,91.853,03/03/2019 07:00
471.7000000000001,3.074,0.0,988.404,2.572,174.59799999999998,2.021,1.9180000000000001,90.2,03/03/2019 08:00
470.35,3.497,0.0,988.61,2.678,150.015,2.943,2.6060000000000003,91.898,03/03/2019 09:00
470.85,3.926,0.0,988.612,2.556,176.709,2.5340000000000003,2.283,91.152,03/03/2019 10:00
471.675,4.183,0.01,988.6389999999999,1.68,188.419,1.265,1.85,93.27600000000001,03/03/2019 11:00
467.525,4.945,0.1,988.4119999999999,1.411,190.09599999999998,1.425,1.642,92.835,03/03/2019 12:00
471.1,6.106,0.145,987.921,1.2309999999999999,188.171,1.074,1.5730000000000002,89.62899999999999,03/03/2019 13:00
471.1,7.228,0.075,987.168,2.39,150.161,1.945,2.5269999999999997,85.571,03/03/2019 14:00
470.2000000000001,7.461,0.23199999999999998,986.648,3.0260000000000002,132.814,2.397,2.787,85.257,03/03/2019 15:00
469.025,7.79,0.207,986.095,2.8989999999999996,142.908,2.824,3.262,83.759,03/03/2019 16:00
468.525,7.96,0.11,985.7510000000001,3.265,151.408,3.2539999999999996,3.385,82.096,03/03/2019 17:00
465.35,7.644,0.095,985.35,3.583,152.139,4.497,4.343999999999999,82.56700000000001,03/03/2019 18:00
467.4500000000001,7.778,0.0,984.957,3.15,154.94899999999998,3.938,4.628,81.39399999999999,03/03/2019 19:00
467.8250000000001,8.132,0.0,984.54,3.105,157.73,3.8489999999999998,4.322,78.334,03/03/2019 20:00
467.65,7.3420000000000005,0.0,984.2260000000001,2.063,137.725,2.427,3.678,81.305,03/03/2019 21:00
468.2,7.311,0.0,983.7339999999999,2.633,130.696,2.697,4.284,80.579,03/03/2019 22:00
468.35,7.862,0.0,983.007,3.61,131.92600000000002,4.284,4.367,75.605,03/03/2019 23:00
468.3250000000001,7.795,0.0,982.357,2.8,124.756,4.069,4.934,74.382,04/03/2019 00:00
471.125,7.755,0.0,981.737,2.693,123.49799999999999,4.248,4.949,72.945,04/03/2019 01:00
469.92500000000007,6.917000000000001,0.0,981.562,2.657,135.29,3.529,3.955,75.313,04/03/2019 02:00
471.05,7.511,0.0,981.071,2.838,124.416,3.375,3.341,71.818,04/03/2019 03:00
470.525,6.7989999999999995,0.0,980.465,2.918,125.556,3.1260000000000003,3.365,74.811,04/03/2019 04:00
470.975,6.0489999999999995,0.0,980.188,3.15,137.936,3.515,4.337,79.175,04/03/2019 05:00
470.65,5.837999999999999,0.0,980.2130000000001,2.641,158.006,3.45,2.315,78.708,04/03/2019 06:00
470.1,6.132999999999999,0.0,979.7410000000001,3.2060000000000004,177.30200000000002,3.3089999999999997,2.425,76.643,04/03/2019 07:00
470.475,6.547999999999999,0.0,979.586,2.655,121.26899999999999,3.7,2.365,74.158,04/03/2019 08:00
469.925,6.632000000000001,0.0,979.082,3.866,118.85600000000001,3.7089999999999996,3.79,73.67699999999999,04/03/2019 09:00
469.225,7.5,0.193,978.8480000000001,2.73,128.814,3.0789999999999997,4.012,69.622,04/03/2019 10:00
469.975,9.445,0.8190000000000001,978.4689999999999,3.0439999999999996,147.571,2.675,4.824,63.562,04/03/2019 11:00
469.15,12.165999999999999,0.74,977.288,4.3,125.50200000000001,4.1530000000000005,5.265,49.982,04/03/2019 12:00
467.725,14.282,0.11599999999999999,975.664,4.614,128.183,3.7039999999999997,5.609,43.409,04/03/2019 13:00
467.25,15.502,0.17300000000000001,974.398,2.7119999999999997,131.026,3.752,5.382000000000001,41.496,04/03/2019 14:00
466.525,16.323,0.3,973.128,3.763,150.924,5.461,8.54,39.388000000000005,04/03/2019 15:00
466.375,16.209,0.419,971.895,2.461,150.631,5.834,9.962,38.176,04/03/2019 16:00
466.6,15.241,0.5,971.422,2.605,159.713,5.72,9.504,40.944,04/03/2019 17:00
467.375,14.300999999999998,0.595,970.8489999999999,2.83,163.58100000000002,5.4910000000000005,8.769,42.773999999999994,04/03/2019 18:00
467.6,14.088,0.33399999999999996,970.7410000000001,5.683,204.128,7.132000000000001,9.568,41.06,04/03/2019 19:00
467.175,13.694,0.0,970.5930000000001,8.672,190.06900000000002,6.277,8.761000000000001,42.235,04/03/2019 20:00
465.475,12.585999999999999,0.0,972.0930000000001,11.425,291.093,11.748,15.014000000000001,40.066,04/03/2019 21:00
464.775,10.790999999999999,0.13,973.4069999999999,10.058,302.348,7.393,12.13,46.933,04/03/2019 22:00
468.025,9.743,0.0,973.8919999999999,6.2829999999999995,277.836,6.808,8.2,51.096000000000004,04/03/2019 23:00
468.7000000000001,8.922,0.0,973.742,5.417000000000001,266.012,5.892,7.766,54.05,05/03/2019 00:00
467.8250000000001,8.309,0.0,974.153,6.013,259.497,6.297000000000001,8.606,56.778999999999996,05/03/2019 01:00
469.25,8.592,0.0,975.074,6.242999999999999,268.871,6.207000000000001,9.651,54.559,05/03/2019 02:00
470.375,9.045,0.0,975.613,7.9,272.638,7.442,10.008,53.059,05/03/2019 03:00
470.9500000000001,8.417,0.0,976.63,8.721,286.725,8.355,10.870999999999999,54.273999999999994,05/03/2019 04:00
470.25,7.007000000000001,0.0,977.3939999999999,10.345,306.91700000000003,10.315,13.507,49.09,05/03/2019 05:00
470.25,6.17,0.0,978.319,8.164,306.857,8.555,11.857999999999999,52.385,05/03/2019 06:00
471.9,5.506,0.0,979.421,4.971,306.298,5.681,8.75,57.653999999999996,05/03/2019 07:00
471.7000000000001,6.013999999999999,0.0,980.189,3.681,305.133,3.5469999999999997,6.087000000000001,56.228,05/03/2019 08:00
469.9500000000001,7.062,0.0,980.7139999999999,3.9789999999999996,284.184,3.4760000000000004,4.426,55.702,05/03/2019 09:00
470.725,8.458,0.402,981.227,6.702999999999999,282.381,6.372000000000001,7.5520000000000005,72.612,05/03/2019 10:00
470.375,9.847999999999999,1.2770000000000001,981.2689999999999,6.89,291.089,6.841,7.982,38.665,05/03/2019 11:00
470.2000000000001,10.69,2.513,981.3539999999999,7.525,300.689,7.308,8.924,37.619,05/03/2019 12:00
469.975,11.264000000000001,3.199,981.3580000000001,7.5,291.695,7.926,8.702,35.946,05/03/2019 13:00
470.3,9.177,3.8360000000000003,981.512,7.069,288.298,8.192,9.267999999999999,51.881,05/03/2019 14:00
470.85,10.5,1.169,981.4169999999999,5.718999999999999,294.441,5.603,6.607,46.105,05/03/2019 15:00
469.9,10.742,0.11199999999999999,981.388,6.596,276.07099999999997,6.774,7.422999999999999,42.782,05/03/2019 16:00
469.25,10.482999999999999,0.121,981.2389999999999,5.72,280.232,5.126,6.5729999999999995,42.531000000000006,05/03/2019 17:00
468.55,8.685,0.47,981.3,6.553,256.906,6.445,7.75,56.38,05/03/2019 18:00
470.3250000000001,7.285,0.652,981.727,5.567,259.427,6.455,8.326,61.162,05/03/2019 19:00
471.925,7.397,0.0,981.955,4.886,264.95,5.3,8.494,56.824,05/03/2019 20:00
472.35,8.264,0.0,982.3889999999999,5.352,270.406,6.205,9.732999999999999,50.718999999999994,05/03/2019 21:00
472.2000000000001,7.691,0.0,983.163,8.166,254.50900000000001,8.527000000000001,11.184000000000001,57.669,05/03/2019 22:00
472.8,5.787000000000001,1.224,984.4689999999999,8.515,271.18,9.683,11.214,81.01,05/03/2019 23:00
472.275,4.979,3.46,984.9019999999999,6.14,284.798,6.694,8.793,89.396,06/03/2019 00:00
472.15,4.9110000000000005,2.8,985.311,3.3560000000000003,297.947,3.4739999999999998,5.7139999999999995,89.236,06/03/2019 01:00
472.15,4.195,0.0,985.456,3.89,303.95099999999996,4.137,6.636,89.695,06/03/2019 02:00
471.9,3.63,0.043,985.678,3.781,314.459,4.32,7.16,88.369,06/03/2019 03:00
472.65,3.7260000000000004,0.061,986.008,5.584,318.693,6.035,7.849,84.764,06/03/2019 04:00
472.025,3.0210000000000004,0.006999999999999999,986.64,4.035,318.656,4.667,7.372999999999999,87.397,06/03/2019 05:00
472.5,2.695,0.064,987.258,4.203,332.728,4.8469999999999995,6.034,88.03399999999999,06/03/2019 06:00
473.75,2.002,0.0,988.1460000000001,2.48,309.918,3.2060000000000004,4.024,89.941,06/03/2019 07:00
473.35,1.459,0.035,988.778,2.888,285.752,2.951,3.7539999999999996,92.227,06/03/2019 08:00
473.25,2.985,0.19899999999999998,989.35,3.0389999999999997,268.293,2.426,3.465,91.943,06/03/2019 09:00
473.375,5.975,0.14,990.005,2.8139999999999996,266.932,2.675,2.642,76.343,06/03/2019 10:00
473.35,7.707999999999999,0.0,990.0930000000001,2.193,279.311,2.4930000000000003,2.385,63.559,06/03/2019 11:00
473.225,8.648,0.0,990.076,0.9109999999999999,114.675,0.6779999999999999,0.8270000000000001,53.613,06/03/2019 12:00
472.225,9.746,0.0,989.566,2.015,147.284,1.656,2.096,51.277,06/03/2019 13:00
471.5750000000001,10.343,0.0,989.0089999999999,2.6660000000000004,137.85,2.474,2.7889999999999997,45.553000000000004,06/03/2019 14:00
472.0750000000001,10.991,0.0,988.5,2.388,150.42,3.4160000000000004,4.043,43.407,06/03/2019 15:00
471.9,10.797,0.0,987.628,3.4730000000000003,139.41299999999998,3.805,4.87,44.512,06/03/2019 16:00
472.725,10.729000000000001,0.0,986.8860000000001,3.963,127.78200000000001,3.22,5.614,43.803000000000004,06/03/2019 17:00
472.25,9.638,0.0,986.6389999999999,1.909,153.189,4.61,8.542,51.51,06/03/2019 18:00
472.025,8.559,0.0,986.547,3.175,149.083,4.997,9.658999999999999,53.82,06/03/2019 19:00
472.0,8.349,0.0,986.204,4.539,128.791,5.505,10.158,52.922,06/03/2019 20:00
472.125,7.598,0.0,985.5310000000001,7.678999999999999,114.822,6.492999999999999,11.526,57.43,06/03/2019 21:00
471.925,7.715,0.0,985.015,7.529,114.73200000000001,7.166,11.664000000000001,54.012,06/03/2019 22:00
469.75,7.379,0.0,984.448,7.636,113.988,6.8020000000000005,11.921,52.893,06/03/2019 23:00
471.475,7.47,0.0,983.702,5.774,116.061,6.425,11.17,53.218,07/03/2019 00:00
469.67500000000007,7.599,0.0,982.915,4.971,121.331,6.475,10.559000000000001,53.471000000000004,07/03/2019 01:00
470.3250000000001,7.135,0.0,982.1569999999999,4.922,118.868,5.196000000000001,9.971,56.183,07/03/2019 02:00
470.2000000000001,6.841,0.0,981.319,4.439,121.119,6.077999999999999,9.381,58.346000000000004,07/03/2019 03:00
470.275,6.609,0.0,980.419,4.9639999999999995,122.29700000000001,6.439,9.693,59.967,07/03/2019 04:00
469.65,6.715,0.0,980.038,5.188,127.74600000000001,7.25,10.18,60.571000000000005,07/03/2019 05:00
468.3250000000001,6.671,0.0,979.807,5.96,127.93299999999999,7.2139999999999995,10.142999999999999,61.67,07/03/2019 06:00
469.85,6.957000000000001,0.0,979.528,5.736000000000001,128.015,7.26,9.631,61.856,07/03/2019 07:00
471.00000000000006,7.121,0.0,979.6010000000001,6.563,125.656,7.267,9.978,62.361000000000004,07/03/2019 08:00
470.80000000000007,8.529,0.0,979.5060000000001,5.727,124.075,6.729,9.163,60.178999999999995,07/03/2019 09:00
471.25000000000006,10.214,0.0,979.1039999999999,5.959,125.329,5.6,8.95,58.37,07/03/2019 10:00
470.775,11.376,0.0,978.9119999999999,5.4479999999999995,131.25,4.635,8.936,58.4,07/03/2019 11:00
470.125,12.453,0.0,978.512,3.26,143.202,5.676,8.737,57.669,07/03/2019 12:00
468.9,12.937999999999999,0.0,978.2719999999999,3.4189999999999996,146.391,6.025,8.827,58.388000000000005,07/03/2019 13:00
468.125,13.835,0.0,978.08,4.32,141.61,3.737,6.586,58.636,07/03/2019 14:00
467.7000000000001,15.417,0.0,977.77,2.229,168.528,2.56,4.3180000000000005,56.11,07/03/2019 15:00
466.9500000000001,17.352999999999998,0.0,977.462,6.218999999999999,203.52,6.005,7.24,47.994,07/03/2019 16:00
466.85,17.659000000000002,0.0,977.169,6.831,208.71400000000003,7.553999999999999,9.007,45.332,07/03/2019 17:00
466.4,17.224,0.0,977.1410000000001,7.23,216.25400000000002,7.803,9.866,44.876999999999995,07/03/2019 18:00
467.375,16.837,0.0,977.701,9.353,218.865,10.039,13.408,44.669,07/03/2019 19:00
468.50000000000006,14.992,0.0,979.14,10.097999999999999,256.66200000000003,11.17,13.850999999999999,47.912,07/03/2019 20:00
470.2000000000001,12.707,0.0,980.29,5.263999999999999,279.505,6.162999999999999,8.579,56.751999999999995,07/03/2019 21:00
470.075,11.665999999999999,0.0,981.438,5.591,280.411,5.749,8.064,62.831,07/03/2019 22:00
469.9,10.892000000000001,0.0,981.905,5.864,294.978,6.18,8.463,66.385,07/03/2019 23:00
469.875,10.045,0.21600000000000003,982.362,3.908,307.51,4.45,6.492000000000001,70.334,08/03/2019 00:00
470.15,9.746,0.19399999999999998,982.763,3.5589999999999997,300.578,3.65,4.47,69.649,08/03/2019 01:00
470.475,9.586,0.036000000000000004,983.331,3.739,296.058,4.2,6.162999999999999,69.694,08/03/2019 02:00
471.4500000000001,9.583,0.0,983.674,3.158,292.092,3.661,4.787,68.07600000000001,08/03/2019 03:00
469.875,8.872,0.0,983.737,1.6219999999999999,309.925,1.757,1.4180000000000001,71.92,08/03/2019 04:00
468.875,8.477,0.0,984.0310000000001,1.589,301.895,1.025,1.1,75.05,08/03/2019 05:00
470.50000000000006,8.253,0.0,984.184,1.001,297.07599999999996,0.5660000000000001,1.45,76.827,08/03/2019 06:00
470.8250000000001,7.125,0.0,984.8889999999999,2.49,255.02900000000002,2.8369999999999997,3.821,85.167,08/03/2019 07:00
470.80000000000007,7.6610000000000005,0.0,985.3489999999999,2.046,258.972,2.8169999999999997,5.394,85.06299999999999,08/03/2019 08:00
470.3,8.948,0.0,985.824,1.999,286.405,1.808,4.1080000000000005,79.483,08/03/2019 09:00
470.025,8.883,0.0,986.092,2.292,264.631,1.83,4.046,83.09,08/03/2019 10:00
470.2000000000001,10.11,0.0,986.5039999999999,1.7930000000000001,258.877,1.001,2.488,72.657,08/03/2019 11:00
470.15,10.917,0.0,986.659,4.066,241.166,2.6310000000000002,4.23,68.661,08/03/2019 12:00
470.5750000000001,11.776,0.0,986.7,4.231,241.30900000000003,1.97,2.822,58.996,08/03/2019 13:00
470.425,12.106,0.0,986.727,6.606,246.505,5.397,6.245,56.287,08/03/2019 14:00
470.15000000000015,12.620999999999999,0.0,986.823,7.075,250.327,5.829,6.296,52.077,08/03/2019 15:00
470.0,12.571,0.0,986.9689999999999,6.665,236.215,5.564,5.2589999999999995,53.446999999999996,08/03/2019 16:00
469.9,11.672,0.0,987.0939999999999,5.612,246.585,5.141,5.012,58.026,08/03/2019 17:00
469.85,10.575999999999999,0.0,987.424,3.492,233.917,3.755,4.455,64.38,08/03/2019 18:00
469.875,10.158,0.0,987.977,3.9,260.39799999999997,3.307,4.808,67.454,08/03/2019 19:00
470.275,9.67,0.0,988.247,3.341,246.967,3.609,5.044,70.083,08/03/2019 20:00
469.8250000000001,9.247,0.0,988.778,5.146,258.94599999999997,5.629,8.735,71.25,08/03/2019 21:00
470.15,8.589,0.0,989.375,4.897,273.347,5.699,8.032,73.233,08/03/2019 22:00
470.0,8.408,0.0,989.97,4.833,271.863,5.651,7.632000000000001,70.335,08/03/2019 23:00
469.775,8.104,0.0,990.622,4.207,288.244,4.871,8.26,64.64399999999999,09/03/2019 00:00
469.80000000000007,8.115,0.0,990.758,5.029,290.119,5.604,9.187999999999999,58.13,09/03/2019 01:00
470.4500000000001,7.125,0.0,991.2510000000001,3.713,293.857,4.496,7.481,60.515,09/03/2019 02:00
471.0,5.712000000000001,0.0,990.865,2.948,309.954,3.324,5.455,66.655,09/03/2019 03:00
471.15,5.015,0.0,990.823,2.946,302.215,3.3760000000000003,4.617,69.632,09/03/2019 04:00
471.5750000000001,4.855,0.0,990.922,1.6130000000000002,284.323,2.033,3.884,70.408,09/03/2019 05:00
469.5750000000001,4.043,0.0,990.947,1.232,274.71,1.077,3.6069999999999998,74.083,09/03/2019 06:00
474.15,4.184,0.0,990.925,1.517,267.2,1.801,3.761,74.075,09/03/2019 07:00
473.3250000000001,4.845,0.0,990.862,1.973,219.3,1.416,1.459,72.333,09/03/2019 08:00
472.4,5.877999999999999,0.0,990.7460000000001,2.004,200.40900000000002,2.373,3.7969999999999997,68.779,09/03/2019 09:00
471.275,8.958,0.0,990.482,2.958,204.015,3.1630000000000003,4.165,60.802,09/03/2019 10:00
470.975,10.940999999999999,0.0,989.941,6.462000000000001,224.918,6.256,7.119,55.215,09/03/2019 11:00
471.3250000000001,10.511,0.0,989.3919999999999,6.919,248.368,6.027,6.406000000000001,59.997,09/03/2019 12:00
471.3250000000001,11.386,0.0,988.574,8.45,246.305,7.818,8.468,57.618,09/03/2019 13:00
470.725,11.547,0.0,987.801,8.392000000000001,255.62400000000002,8.235,9.619,58.743,09/03/2019 14:00
471.025,10.772,0.0,987.6039999999999,7.925,264.781,8.181000000000001,9.552,62.725,09/03/2019 15:00
470.675,10.843,0.0,986.951,6.76,260.879,6.452999999999999,7.632000000000001,60.585,09/03/2019 16:00
470.8250000000001,11.404000000000002,0.0,986.451,7.261,267.95099999999996,7.6339999999999995,8.94,54.73,09/03/2019 17:00
470.625,10.744000000000002,0.0,986.308,6.119,263.786,6.608,8.085,58.203,09/03/2019 18:00
470.125,9.181000000000001,0.0,985.9960000000001,3.798,249.144,5.081,8.054,65.62100000000001,09/03/2019 19:00
471.15,9.421,0.0,984.804,3.1,238.91400000000002,3.65,6.382999999999999,62.458999999999996,09/03/2019 20:00
471.25,9.652999999999999,0.0,984.904,7.3020000000000005,244.804,6.787000000000001,10.463,62.207,09/03/2019 21:00
470.975,10.1,0.0,984.372,9.772,267.546,10.540999999999999,12.94,63.48,09/03/2019 22:00
471.1,9.039,0.0,983.6060000000001,8.718,266.275,9.032,12.15,72.938,09/03/2019 23:00
471.0,9.165,0.0,983.211,11.788,254.024,11.880999999999998,14.929,73.133,10/03/2019 00:00
471.15,9.977,0.0,983.0419999999999,9.886000000000001,265.155,10.225,13.671,66.108,10/03/2019 01:00
471.225,10.237,0.0,983.523,9.852,273.20099999999996,10.492,13.715,65.508,10/03/2019 02:00
471.75,8.767999999999999,0.0,985.158,10.63,306.889,10.722000000000001,14.582,57.61600000000001,10/03/2019 03:00
472.45,7.567,0.0,985.74,8.007,308.877,8.057,10.953,60.781000000000006,10/03/2019 04:00
472.9500000000001,7.042999999999999,0.0,985.1569999999999,9.687000000000001,328.042,10.273,13.332,58.178000000000004,10/03/2019 05:00
473.0,6.935,0.0,986.051,5.27,327.972,5.757000000000001,8.36,54.716,10/03/2019 06:00
472.925,6.4079999999999995,0.0,986.305,4.673,327.41900000000004,4.444,6.728,58.177,10/03/2019 07:00
473.35,6.606,0.0,986.2339999999999,3.514,313.031,3.3989999999999996,4.561,57.211999999999996,10/03/2019 08:00
473.75,6.5,0.0,986.432,3.657,244.21900000000002,2.906,3.7,63.273999999999994,10/03/2019 09:00
473.5,7.126,0.0,985.829,3.5810000000000004,232.53400000000002,2.6289999999999996,2.867,64.393,10/03/2019 10:00
473.55,8.265,0.0,984.8530000000001,1.797,220.46,1.215,1.048,55.787,10/03/2019 11:00
472.625,7.492999999999999,0.93,984.74,1.788,283.226,0.429,0.409,71.872,10/03/2019 12:00
472.42500000000007,7.406000000000001,1.9169999999999998,983.235,1.675,152.115,0.868,1.1520000000000001,79.494,10/03/2019 13:00
472.75,7.117999999999999,0.147,981.404,2.991,76.139,2.853,2.5780000000000003,82.521,10/03/2019 14:00
472.5750000000001,6.455,1.202,980.325,2.694,121.28200000000001,3.345,5.272,89.663,10/03/2019 15:00
472.625,6.371,2.915,978.8430000000001,4.3,133.725,5.151,7.157,91.708,10/03/2019 16:00
471.92500000000007,7.226,4.236000000000001,977.6389999999999,3.799,173.412,4.721,6.566,93.369,10/03/2019 17:00
471.175,9.135,2.411,976.683,3.843,198.39,5.2,6.707000000000001,87.838,10/03/2019 18:00
469.625,9.267000000000001,0.107,976.176,4.022,214.863,4.3469999999999995,5.593,87.88600000000001,10/03/2019 19:00
469.4,9.197000000000001,0.231,975.7180000000001,4.657,227.821,4.905,8.152999999999999,87.565,10/03/2019 20:00
469.25,10.044,0.10099999999999999,975.972,9.967,244.517,11.123,15.037,79.524,10/03/2019 21:00
469.525,10.924000000000001,0.0,976.95,7.8229999999999995,264.29,8.91,12.415999999999999,71.962,10/03/2019 22:00
470.325,10.755999999999998,0.0,977.59,7.069,270.52299999999997,7.629,10.638,71.035,10/03/2019 23:00
470.725,10.829,0.0,978.204,8.644,271.709,9.458,11.932,64.851,11/03/2019 00:00
471.175,10.639000000000001,0.0,979.367,8.174,289.191,8.767999999999999,11.344000000000001,50.287,11/03/2019 01:00
471.9500000000001,9.433,0.0,980.02,6.7410000000000005,284.069,6.922000000000001,9.93,48.32899999999999,11/03/2019 02:00
472.6,8.98,0.0,980.5060000000001,9.11,295.44,9.236,12.488,48.651,11/03/2019 03:00
473.17500000000007,7.7139999999999995,0.0,981.584,10.136000000000001,304.14099999999996,9.793,13.765,54.758,11/03/2019 04:00
473.85,6.584,0.0,982.8,7.671,294.184,7.72,11.305,62.016000000000005,11/03/2019 05:00
473.9,5.881,0.024,983.933,6.635,294.699,6.517,8.717,67.477,11/03/2019 06:00
474.3,3.472,2.175,985.069,6.642,303.86400000000003,7.358,10.539000000000001,87.59200000000001,11/03/2019 07:00
473.975,4.129,0.0,985.9910000000001,4.015,310.749,4.178,6.6370000000000005,81.682,11/03/2019 08:00
